2022,513005000
2021,526057000
2020,519523000
2019,532203000
2018,533891000
2017,514838000
2016,500608000
2015,483530000
2014,489327000
2013,483128000
2012,466944000
2011,454364000
2010,457197000
2009,454614000
2008,449416000
